TREAT;LENGTH;NO_R;REPLICATE;PATCH;WEEK;AFEMA
16_NO_4;16;NO;4;2.1;13;60
16_NO_4;16;NO;4;2.2;13;25
16_NO_4;16;NO;4;2.3;13;20
16_NO_4;16;NO;4;3.1;13;22
16_NO_4;16;NO;4;3.2;13;5
16_NO_4;16;NO;4;3.3;13;23
16_NO_5;16;NO;5;1.1;13;33
16_NO_5;16;NO;5;1.2;13;65
16_NO_5;16;NO;5;1.3;13;43
16_NO_5;16;NO;5;2.1;13;1
16_NO_5;16;NO;5;2.2;13;9
16_NO_5;16;NO;5;2.3;13;2
16_NO_5;16;NO;5;3.1;13;10
16_NO_5;16;NO;5;3.2;13;38
16_NO_5;16;NO;5;3.3;13;14
16_R_1;16;R;1;1.1;13;57
16_R_1;16;R;1;1.2;13;7
16_R_1;16;R;1;1.3;13;36
16_R_1;16;R;1;2.1;13;32
16_R_1;16;R;1;2.2;13;10
16_R_1;16;R;1;2.3;13;2
16_R_1;16;R;1;3.1;13;3
16_R_1;16;R;1;3.2;13;34
16_R_1;16;R;1;3.3;13;49
16_R_2;16;R;2;1.1;13;30
16_R_2;16;R;2;1.2;13;15
16_R_2;16;R;2;1.3;13;40
16_R_2;16;R;2;2.1;13;24
16_R_2;16;R;2;2.2;13;29
16_R_2;16;R;2;2.3;13;3
16_R_2;16;R;2;3.1;13;18
16_R_2;16;R;2;3.2;13;9
16_R_2;16;R;2;3.3;13;13
16_R_3;16;R;3;1.1;13;20
16_R_3;16;R;3;1.2;13;4
16_R_3;16;R;3;1.3;13;75
16_R_3;16;R;3;2.1;13;0
16_R_3;16;R;3;2.2;13;14
16_R_3;16;R;3;2.3;13;0
16_R_3;16;R;3;3.1;13;0
16_R_3;16;R;3;3.2;13;0
16_R_3;16;R;3;3.3;13;3
4_NO_1;4;NO;1;1.1;13;55
4_NO_1;4;NO;1;1.2;13;9
4_NO_1;4;NO;1;1.3;13;5
4_NO_1;4;NO;1;2.1;13;36
4_NO_1;4;NO;1;2.2;13;45
4_NO_1;4;NO;1;2.3;13;54
4_NO_1;4;NO;1;3.1;13;55
4_NO_1;4;NO;1;3.2;13;31
4_NO_1;4;NO;1;3.3;13;25
4_NO_2;4;NO;2;1.1;13;14
4_NO_2;4;NO;2;1.2;13;18
4_NO_2;4;NO;2;1.3;13;21
4_NO_2;4;NO;2;2.1;13;7
4_NO_2;4;NO;2;2.2;13;1
4_NO_2;4;NO;2;2.3;13;7
4_NO_2;4;NO;2;3.1;13;3
4_NO_2;4;NO;2;3.2;13;23
4_NO_2;4;NO;2;3.3;13;4
4_NO_3;4;NO;3;1.1;13;52
4_NO_3;4;NO;3;1.2;13;38
4_NO_3;4;NO;3;1.3;13;11
4_NO_3;4;NO;3;2.1;13;56
4_NO_3;4;NO;3;2.2;13;14
4_NO_3;4;NO;3;2.3;13;24
4_NO_3;4;NO;3;3.1;13;76
4_NO_3;4;NO;3;3.2;13;19
4_NO_3;4;NO;3;3.3;13;13
4_NO_4;4;NO;4;1.1;13;3
4_NO_4;4;NO;4;1.2;13;9
4_NO_4;4;NO;4;1.3;13;14
4_NO_4;4;NO;4;2.1;13;0
4_NO_4;4;NO;4;2.2;13;11
4_NO_4;4;NO;4;2.3;13;29
4_NO_4;4;NO;4;3.1;13;9
4_NO_4;4;NO;4;3.2;13;31
4_NO_4;4;NO;4;3.3;13;45
4_NO_5;4;NO;5;1.1;13;5
4_NO_5;4;NO;5;1.2;13;2
4_NO_5;4;NO;5;1.3;13;52
4_NO_5;4;NO;5;2.1;13;38
4_NO_5;4;NO;5;2.2;13;7
4_NO_5;4;NO;5;2.3;13;46
4_NO_5;4;NO;5;3.1;13;45
4_NO_5;4;NO;5;3.2;13;16
4_NO_5;4;NO;5;3.3;13;3
4_R_1;4;R;1;1.1;13;68
4_R_1;4;R;1;1.2;13;3
4_R_1;4;R;1;1.3;13;157
4_R_1;4;R;1;2.1;13;5
4_R_1;4;R;1;2.2;13;20
4_R_1;4;R;1;2.3;13;36
4_R_1;4;R;1;3.1;13;1
4_R_1;4;R;1;3.2;13;4
4_R_1;4;R;1;3.3;13;26
4_R_2;4;R;2;1.1;13;45
4_R_2;4;R;2;1.2;13;7
4_R_2;4;R;2;1.3;13;1
4_R_2;4;R;2;2.1;13;8
4_R_2;4;R;2;2.2;13;15
4_R_2;4;R;2;2.3;13;6
4_R_2;4;R;2;3.1;13;45
4_R_2;4;R;2;3.2;13;51
4_R_2;4;R;2;3.3;13;22
4_R_3;4;R;3;1.1;13;3
4_R_3;4;R;3;1.2;13;4
4_R_3;4;R;3;1.3;13;7
4_R_3;4;R;3;2.1;13;2
4_R_3;4;R;3;2.2;13;8
4_R_3;4;R;3;2.3;13;15
4_R_3;4;R;3;3.1;13;13
4_R_3;4;R;3;3.2;13;15
4_R_3;4;R;3;3.3;13;15
8_NO_1;8;NO;1;1.1;13;14
8_NO_1;8;NO;1;1.2;13;2
8_NO_1;8;NO;1;1.3;13;5
8_NO_1;8;NO;1;2.1;13;43
8_NO_1;8;NO;1;2.2;13;12
8_NO_1;8;NO;1;2.3;13;39
8_NO_1;8;NO;1;3.1;13;24
8_NO_1;8;NO;1;3.2;13;8
8_NO_1;8;NO;1;3.3;13;34
8_NO_2;8;NO;2;1.1;13;17
8_NO_2;8;NO;2;1.2;13;17
8_NO_2;8;NO;2;1.3;13;47
8_NO_2;8;NO;2;2.1;13;54
8_NO_2;8;NO;2;2.2;13;8
8_NO_2;8;NO;2;2.3;13;73
8_NO_2;8;NO;2;3.1;13;68
8_NO_2;8;NO;2;3.2;13;4
8_NO_2;8;NO;2;3.3;13;44
8_NO_3;8;NO;3;1.1;13;36
8_NO_3;8;NO;3;1.2;13;45
8_NO_3;8;NO;3;1.3;13;11
8_NO_3;8;NO;3;2.1;13;29
8_NO_3;8;NO;3;2.2;13;7
8_NO_3;8;NO;3;2.3;13;60
8_NO_3;8;NO;3;3.1;13;52
8_NO_3;8;NO;3;3.2;13;44
8_NO_3;8;NO;3;3.3;13;37
8_NO_4;8;NO;4;1.1;13;20
8_NO_4;8;NO;4;1.2;13;41
8_NO_4;8;NO;4;1.3;13;14
8_NO_4;8;NO;4;2.1;13;18
8_NO_4;8;NO;4;2.2;13;45
8_NO_4;8;NO;4;2.3;13;87
8_NO_4;8;NO;4;3.1;13;0
8_NO_4;8;NO;4;3.2;13;68
8_NO_4;8;NO;4;3.3;13;24
8_NO_5;8;NO;5;1.1;13;52
8_NO_5;8;NO;5;1.2;13;26
8_NO_5;8;NO;5;1.3;13;53
8_NO_5;8;NO;5;2.1;13;6
8_NO_5;8;NO;5;2.2;13;10
8_NO_5;8;NO;5;2.3;13;38
8_NO_5;8;NO;5;3.1;13;31
8_NO_5;8;NO;5;3.2;13;34
8_NO_5;8;NO;5;3.3;13;20
8_R_1;8;R;1;1.1;13;49
8_R_1;8;R;1;1.2;13;23
8_R_1;8;R;1;1.3;13;11
8_R_1;8;R;1;2.1;13;21
8_R_1;8;R;1;2.2;13;21
8_R_1;8;R;1;2.3;13;12
8_R_1;8;R;1;3.1;13;18
8_R_1;8;R;1;3.2;13;12
8_R_1;8;R;1;3.3;13;4
8_R_2;8;R;2;1.1;13;4
8_R_2;8;R;2;1.2;13;10
8_R_2;8;R;2;1.3;13;4
8_R_2;8;R;2;2.1;13;11
8_R_2;8;R;2;2.2;13;5
8_R_2;8;R;2;2.3;13;10
8_R_2;8;R;2;3.1;13;15
8_R_2;8;R;2;3.2;13;10
8_R_2;8;R;2;3.3;13;5
8_R_3;8;R;3;1.1;13;14
8_R_3;8;R;3;1.2;13;14
8_R_3;8;R;3;1.3;13;31
8_R_3;8;R;3;2.1;13;4
8_R_3;8;R;3;2.2;13;39
8_R_3;8;R;3;2.3;13;44
8_R_3;8;R;3;3.1;13;2
8_R_3;8;R;3;3.2;13;29
8_R_3;8;R;3;3.3;13;2
16_NO_1;16;NO;1;1.1;14;16
16_NO_1;16;NO;1;1.2;14;54
16_NO_1;16;NO;1;1.3;14;28
16_NO_1;16;NO;1;2.1;14;26
16_NO_1;16;NO;1;2.2;14;5
16_NO_1;16;NO;1;2.3;14;15
16_NO_1;16;NO;1;3.1;14;35
16_NO_1;16;NO;1;3.2;14;104
16_NO_1;16;NO;1;3.3;14;45
16_NO_2;16;NO;2;1.1;14;17
16_NO_2;16;NO;2;1.2;14;11
16_NO_2;16;NO;2;1.3;14;36
16_NO_2;16;NO;2;2.1;14;10
16_NO_2;16;NO;2;2.2;14;49
16_NO_2;16;NO;2;2.3;14;11
16_NO_2;16;NO;2;3.1;14;65
16_NO_2;16;NO;2;3.2;14;1
16_NO_2;16;NO;2;3.3;14;38
16_NO_3;16;NO;3;1.1;14;36
16_NO_3;16;NO;3;1.2;14;23
16_NO_3;16;NO;3;1.3;14;59
16_NO_3;16;NO;3;2.1;14;32
16_NO_3;16;NO;3;2.2;14;4
16_NO_3;16;NO;3;2.3;14;88
16_NO_3;16;NO;3;3.1;14;88
16_NO_3;16;NO;3;3.2;14;55
16_NO_3;16;NO;3;3.3;14;19
16_NO_4;16;NO;4;1.1;14;0
16_NO_4;16;NO;4;1.2;14;36
16_NO_4;16;NO;4;1.3;14;15
16_NO_4;16;NO;4;2.1;14;1
16_NO_4;16;NO;4;2.2;14;2
16_NO_4;16;NO;4;2.3;14;16
16_NO_4;16;NO;4;3.1;14;10
16_NO_4;16;NO;4;3.2;14;0
16_NO_4;16;NO;4;3.3;14;15
16_NO_5;16;NO;5;1.1;14;1
16_NO_5;16;NO;5;1.2;14;2
16_NO_5;16;NO;5;1.3;14;4
16_NO_5;16;NO;5;2.1;14;33
16_NO_5;16;NO;5;2.2;14;4
16_NO_5;16;NO;5;2.3;14;36
16_NO_5;16;NO;5;3.1;14;23
16_NO_5;16;NO;5;3.2;14;0
16_NO_5;16;NO;5;3.3;14;25
16_R_1;16;R;1;1.1;14;1
16_R_1;16;R;1;1.2;14;2
16_R_1;16;R;1;1.3;14;1
16_R_1;16;R;1;2.1;14;3
16_R_1;16;R;1;2.2;14;2
16_R_1;16;R;1;2.3;14;16
16_R_1;16;R;1;3.1;14;0
16_R_1;16;R;1;3.2;14;0
16_R_1;16;R;1;3.3;14;0
16_R_2;16;R;2;1.1;14;14
16_R_2;16;R;2;1.2;14;9
16_R_2;16;R;2;1.3;14;23
16_R_2;16;R;2;2.1;14;3
16_R_2;16;R;2;2.2;14;6
16_R_2;16;R;2;2.3;14;9
16_R_2;16;R;2;3.1;14;3
16_R_2;16;R;2;3.2;14;33
16_R_2;16;R;2;3.3;14;10
16_R_3;16;R;3;1.1;14;0
16_R_3;16;R;3;1.2;14;19
16_R_3;16;R;3;1.3;14;0
16_R_3;16;R;3;2.1;14;24
16_R_3;16;R;3;2.2;14;2
16_R_3;16;R;3;2.3;14;61
16_R_3;16;R;3;3.1;14;118
16_R_3;16;R;3;3.2;14;123
16_R_3;16;R;3;3.3;14;43
4_NO_1;4;NO;1;1.1;14;112
4_NO_1;4;NO;1;1.2;14;5
4_NO_1;4;NO;1;1.3;14;16
4_NO_1;4;NO;1;2.1;14;45
4_NO_1;4;NO;1;2.2;14;1
4_NO_1;4;NO;1;2.3;14;9
4_NO_1;4;NO;1;3.1;14;11
4_NO_1;4;NO;1;3.2;14;63
4_NO_1;4;NO;1;3.3;14;44
4_NO_2;4;NO;2;1.1;14;6
4_NO_2;4;NO;2;1.2;14;5
4_NO_2;4;NO;2;1.3;14;21
4_NO_2;4;NO;2;2.1;14;60
4_NO_2;4;NO;2;2.2;14;11
4_NO_2;4;NO;2;2.3;14;35
4_NO_2;4;NO;2;3.1;14;14
4_NO_2;4;NO;2;3.2;14;52
4_NO_2;4;NO;2;3.3;14;63
4_NO_3;4;NO;3;1.1;14;3
4_NO_3;4;NO;3;1.2;14;30
4_NO_3;4;NO;3;1.3;14;28
4_NO_3;4;NO;3;2.1;14;3
4_NO_3;4;NO;3;2.2;14;2
4_NO_3;4;NO;3;2.3;14;7
4_NO_3;4;NO;3;3.1;14;4
4_NO_3;4;NO;3;3.2;14;12
4_NO_3;4;NO;3;3.3;14;52
4_NO_4;4;NO;4;1.1;14;31
4_NO_4;4;NO;4;1.2;14;32
4_NO_4;4;NO;4;1.3;14;3
4_NO_4;4;NO;4;2.1;14;10
4_NO_4;4;NO;4;2.2;14;0
4_NO_4;4;NO;4;2.3;14;3
4_NO_4;4;NO;4;3.1;14;5
4_NO_4;4;NO;4;3.2;14;2
4_NO_4;4;NO;4;3.3;14;3
4_NO_5;4;NO;5;1.1;14;10
4_NO_5;4;NO;5;1.2;14;26
4_NO_5;4;NO;5;1.3;14;3
4_NO_5;4;NO;5;2.1;14;5
4_NO_5;4;NO;5;2.2;14;17
4_NO_5;4;NO;5;2.3;14;2
4_NO_5;4;NO;5;3.1;14;0
4_NO_5;4;NO;5;3.2;14;1
4_NO_5;4;NO;5;3.3;14;0
4_R_1;4;R;1;1.1;14;18
4_R_1;4;R;1;1.2;14;10
4_R_1;4;R;1;1.3;14;1
4_R_1;4;R;1;2.1;14;12
4_R_1;4;R;1;2.2;14;0
4_R_1;4;R;1;2.3;14;2
4_R_1;4;R;1;3.1;14;91
4_R_1;4;R;1;3.2;14;9
4_R_1;4;R;1;3.3;14;3
4_R_2;4;R;2;1.1;14;1
4_R_2;4;R;2;1.2;14;24
4_R_2;4;R;2;1.3;14;27
4_R_2;4;R;2;2.1;14;3
4_R_2;4;R;2;2.2;14;20
4_R_2;4;R;2;2.3;14;86
4_R_2;4;R;2;3.1;14;28
4_R_2;4;R;2;3.2;14;10
4_R_2;4;R;2;3.3;14;15
4_R_3;4;R;3;1.1;14;5
4_R_3;4;R;3;1.2;14;3
4_R_3;4;R;3;1.3;14;24
4_R_3;4;R;3;2.1;14;1
4_R_3;4;R;3;2.2;14;8
4_R_3;4;R;3;2.3;14;15
4_R_3;4;R;3;3.1;14;5
4_R_3;4;R;3;3.2;14;27
4_R_3;4;R;3;3.3;14;1
8_NO_1;8;NO;1;1.1;14;27
8_NO_1;8;NO;1;1.2;14;51
8_NO_1;8;NO;1;1.3;14;10
8_NO_1;8;NO;1;2.1;14;6
8_NO_1;8;NO;1;2.2;14;2
8_NO_1;8;NO;1;2.3;14;0
8_NO_1;8;NO;1;3.1;14;6
8_NO_1;8;NO;1;3.2;14;62
8_NO_1;8;NO;1;3.3;14;47
8_NO_2;8;NO;2;1.1;14;32
8_NO_2;8;NO;2;1.2;14;37
8_NO_2;8;NO;2;1.3;14;15
8_NO_2;8;NO;2;2.1;14;22
8_NO_2;8;NO;2;2.2;14;169
8_NO_2;8;NO;2;2.3;14;19
8_NO_2;8;NO;2;3.1;14;34
8_NO_2;8;NO;2;3.2;14;29
8_NO_2;8;NO;2;3.3;14;25
8_NO_3;8;NO;3;1.1;14;0
8_NO_3;8;NO;3;1.2;14;0
8_NO_3;8;NO;3;1.3;14;0
8_NO_3;8;NO;3;2.1;14;0
8_NO_3;8;NO;3;2.2;14;14
8_NO_3;8;NO;3;2.3;14;3
8_NO_3;8;NO;3;3.1;14;2
8_NO_3;8;NO;3;3.2;14;2
8_NO_3;8;NO;3;3.3;14;7
8_NO_4;8;NO;4;1.1;14;34
8_NO_4;8;NO;4;1.2;14;7
8_NO_4;8;NO;4;1.3;14;15
8_NO_4;8;NO;4;2.1;14;18
8_NO_4;8;NO;4;2.2;14;0
8_NO_4;8;NO;4;2.3;14;7
8_NO_4;8;NO;4;3.1;14;47
8_NO_4;8;NO;4;3.2;14;5
8_NO_4;8;NO;4;3.3;14;8
8_NO_5;8;NO;5;1.1;14;108
8_NO_5;8;NO;5;1.2;14;16
8_NO_5;8;NO;5;1.3;14;21
8_NO_5;8;NO;5;2.1;14;9
8_NO_5;8;NO;5;2.2;14;56
8_NO_5;8;NO;5;2.3;14;76
8_NO_5;8;NO;5;3.1;14;18
8_NO_5;8;NO;5;3.2;14;40
8_NO_5;8;NO;5;3.3;14;64
8_R_1;8;R;1;1.1;14;11
8_R_1;8;R;1;1.2;14;17
8_R_1;8;R;1;1.3;14;3
8_R_1;8;R;1;2.1;14;5
8_R_1;8;R;1;2.2;14;1
8_R_1;8;R;1;2.3;14;8
8_R_1;8;R;1;3.1;14;10
8_R_1;8;R;1;3.2;14;4
8_R_1;8;R;1;3.3;14;11
8_R_2;8;R;2;1.1;14;11
8_R_2;8;R;2;1.2;14;8
8_R_2;8;R;2;1.3;14;20
8_R_2;8;R;2;2.1;14;16
8_R_2;8;R;2;2.2;14;24
8_R_2;8;R;2;2.3;14;3
8_R_2;8;R;2;3.1;14;9
8_R_2;8;R;2;3.2;14;7
8_R_2;8;R;2;3.3;14;26
8_R_3;8;R;3;1.1;14;2
8_R_3;8;R;3;1.2;14;8
8_R_3;8;R;3;1.3;14;21
8_R_3;8;R;3;2.1;14;14
8_R_3;8;R;3;2.2;14;4
8_R_3;8;R;3;2.3;14;1
8_R_3;8;R;3;3.1;14;13
8_R_3;8;R;3;3.2;14;1
8_R_3;8;R;3;3.3;14;21
16_NO_1;16;NO;1;1.1;15;5
16_NO_1;16;NO;1;1.2;15;14
16_NO_1;16;NO;1;1.3;15;69
16_NO_1;16;NO;1;2.1;15;25
16_NO_1;16;NO;1;2.2;15;17
16_NO_1;16;NO;1;2.3;15;38
16_NO_1;16;NO;1;3.1;15;24
16_NO_1;16;NO;1;3.2;15;15
16_NO_1;16;NO;1;3.3;15;13
16_NO_2;16;NO;2;1.1;15;16
16_NO_2;16;NO;2;1.2;15;14
16_NO_2;16;NO;2;1.3;15;25
16_NO_2;16;NO;2;2.1;15;39
16_NO_2;16;NO;2;2.2;15;29
16_NO_2;16;NO;2;2.3;15;9
16_NO_2;16;NO;2;3.1;15;27
16_NO_2;16;NO;2;3.2;15;8
16_NO_2;16;NO;2;3.3;15;4
16_NO_3;16;NO;3;1.1;15;18
16_NO_3;16;NO;3;1.2;15;27
16_NO_3;16;NO;3;1.3;15;14
16_NO_3;16;NO;3;2.1;15;24
16_NO_3;16;NO;3;2.2;15;46
16_NO_3;16;NO;3;2.3;15;2
16_NO_3;16;NO;3;3.1;15;30
16_NO_3;16;NO;3;3.2;15;10
16_NO_3;16;NO;3;3.3;15;49
16_NO_4;16;NO;4;1.1;15;23
16_NO_4;16;NO;4;1.2;15;3
16_NO_4;16;NO;4;1.3;15;34
16_NO_4;16;NO;4;2.1;15;7
16_NO_4;16;NO;4;2.2;15;23
16_NO_4;16;NO;4;2.3;15;23
16_NO_4;16;NO;4;3.1;15;25
16_NO_4;16;NO;4;3.2;15;28
16_NO_4;16;NO;4;3.3;15;24
16_NO_5;16;NO;5;1.1;15;11
16_NO_5;16;NO;5;1.2;15;66
16_NO_5;16;NO;5;1.3;15;4
16_NO_5;16;NO;5;2.1;15;3
16_NO_5;16;NO;5;2.2;15;2
16_NO_5;16;NO;5;2.3;15;0
16_NO_5;16;NO;5;3.1;15;0
16_NO_5;16;NO;5;3.2;15;0
16_NO_5;16;NO;5;3.3;15;2
16_R_1;16;R;1;1.1;15;0
16_R_1;16;R;1;1.2;15;38
16_R_1;16;R;1;1.3;15;16
16_R_1;16;R;1;2.1;15;65
16_R_1;16;R;1;2.2;15;2
16_R_1;16;R;1;2.3;15;10
16_R_1;16;R;1;3.1;15;15
16_R_1;16;R;1;3.2;15;0
16_R_1;16;R;1;3.3;15;28
16_R_2;16;R;2;1.1;15;0
16_R_2;16;R;2;1.2;15;6
16_R_2;16;R;2;1.3;15;2
16_R_2;16;R;2;2.1;15;5
16_R_2;16;R;2;2.2;15;3
16_R_2;16;R;2;2.3;15;9
16_R_2;16;R;2;3.1;15;11
16_R_2;16;R;2;3.2;15;5
16_R_2;16;R;2;3.3;15;14
16_R_3;16;R;3;1.1;15;50
16_R_3;16;R;3;1.2;15;5
16_R_3;16;R;3;1.3;15;32
16_R_3;16;R;3;2.1;15;2
16_R_3;16;R;3;2.2;15;22
16_R_3;16;R;3;2.3;15;3
16_R_3;16;R;3;3.1;15;22
16_R_3;16;R;3;3.2;15;17
16_R_3;16;R;3;3.3;15;11
4_NO_1;4;NO;1;1.1;15;0
4_NO_1;4;NO;1;1.2;15;35
4_NO_1;4;NO;1;1.3;15;153
4_NO_1;4;NO;1;2.1;15;0
4_NO_1;4;NO;1;2.2;15;10
4_NO_1;4;NO;1;2.3;15;16
4_NO_1;4;NO;1;3.1;15;2
4_NO_1;4;NO;1;3.2;15;1
4_NO_1;4;NO;1;3.3;15;9
4_NO_2;4;NO;2;1.1;15;3
4_NO_2;4;NO;2;1.2;15;10
4_NO_2;4;NO;2;1.3;15;17
4_NO_2;4;NO;2;2.1;15;0
4_NO_2;4;NO;2;2.2;15;4
4_NO_2;4;NO;2;2.3;15;0
4_NO_2;4;NO;2;3.1;15;5
4_NO_2;4;NO;2;3.2;15;5
4_NO_2;4;NO;2;3.3;15;5
4_NO_3;4;NO;3;1.1;15;1
4_NO_3;4;NO;3;1.2;15;7
4_NO_3;4;NO;3;1.3;15;21
4_NO_3;4;NO;3;2.1;15;5
4_NO_3;4;NO;3;2.2;15;8
4_NO_3;4;NO;3;2.3;15;41
4_NO_3;4;NO;3;3.1;15;21
4_NO_3;4;NO;3;3.2;15;26
4_NO_3;4;NO;3;3.3;15;40
4_NO_4;4;NO;4;1.1;15;14
4_NO_4;4;NO;4;1.2;15;1
4_NO_4;4;NO;4;1.3;15;13
4_NO_4;4;NO;4;2.1;15;21
4_NO_4;4;NO;4;2.2;15;101
4_NO_4;4;NO;4;2.3;15;28
4_NO_4;4;NO;4;3.1;15;34
4_NO_4;4;NO;4;3.2;15;26
4_NO_4;4;NO;4;3.3;15;44
4_NO_5;4;NO;5;1.1;15;3
4_NO_5;4;NO;5;1.2;15;0
4_NO_5;4;NO;5;1.3;15;0
4_NO_5;4;NO;5;2.1;15;3
4_NO_5;4;NO;5;2.2;15;0
4_NO_5;4;NO;5;2.3;15;0
4_NO_5;4;NO;5;3.1;15;7
4_NO_5;4;NO;5;3.2;15;59
4_NO_5;4;NO;5;3.3;15;38
4_R_1;4;R;1;1.1;15;10
4_R_1;4;R;1;1.2;15;11
4_R_1;4;R;1;1.3;15;5
4_R_1;4;R;1;2.1;15;13
4_R_1;4;R;1;2.2;15;19
4_R_1;4;R;1;2.3;15;8
4_R_1;4;R;1;3.1;15;26
4_R_1;4;R;1;3.2;15;11
4_R_1;4;R;1;3.3;15;37
4_R_2;4;R;2;1.1;15;25
4_R_2;4;R;2;1.2;15;2
4_R_2;4;R;2;1.3;15;59
4_R_2;4;R;2;2.1;15;27
4_R_2;4;R;2;2.2;15;48
4_R_2;4;R;2;2.3;15;1
4_R_2;4;R;2;3.1;15;6
4_R_2;4;R;2;3.2;15;9
4_R_2;4;R;2;3.3;15;4
4_R_3;4;R;3;1.1;15;15
4_R_3;4;R;3;1.2;15;13
4_R_3;4;R;3;1.3;15;8
4_R_3;4;R;3;2.1;15;1
4_R_3;4;R;3;2.2;15;0
4_R_3;4;R;3;2.3;15;9
4_R_3;4;R;3;3.1;15;4
4_R_3;4;R;3;3.2;15;14
4_R_3;4;R;3;3.3;15;6
8_NO_1;8;NO;1;1.1;15;10
8_NO_1;8;NO;1;1.2;15;9
8_NO_1;8;NO;1;1.3;15;6
8_NO_1;8;NO;1;2.1;15;0
8_NO_1;8;NO;1;2.2;15;6
8_NO_1;8;NO;1;2.3;15;11
8_NO_1;8;NO;1;3.1;15;19
8_NO_1;8;NO;1;3.2;15;9
8_NO_1;8;NO;1;3.3;15;4
8_NO_2;8;NO;2;1.1;15;16
8_NO_2;8;NO;2;1.2;15;13
8_NO_2;8;NO;2;1.3;15;46
8_NO_2;8;NO;2;2.1;15;16
8_NO_2;8;NO;2;2.2;15;0
8_NO_2;8;NO;2;2.3;15;0
8_NO_2;8;NO;2;3.1;15;0
8_NO_2;8;NO;2;3.2;15;37
8_NO_2;8;NO;2;3.3;15;4
8_NO_3;8;NO;3;1.1;15;2
8_NO_3;8;NO;3;1.2;15;54
8_NO_3;8;NO;3;1.3;15;15
8_NO_3;8;NO;3;2.1;15;3
8_NO_3;8;NO;3;2.2;15;6
8_NO_3;8;NO;3;2.3;15;7
8_NO_3;8;NO;3;3.1;15;14
8_NO_3;8;NO;3;3.2;15;13
8_NO_3;8;NO;3;3.3;15;37
8_NO_4;8;NO;4;1.1;15;31
8_NO_4;8;NO;4;1.2;15;16
8_NO_4;8;NO;4;1.3;15;43
8_NO_4;8;NO;4;2.1;15;32
8_NO_4;8;NO;4;2.2;15;30
8_NO_4;8;NO;4;2.3;15;8
8_NO_4;8;NO;4;3.1;15;9
8_NO_4;8;NO;4;3.2;15;25
8_NO_4;8;NO;4;3.3;15;32
8_NO_5;8;NO;5;1.1;15;5
8_NO_5;8;NO;5;1.2;15;11
8_NO_5;8;NO;5;1.3;15;13
8_NO_5;8;NO;5;2.1;15;14
8_NO_5;8;NO;5;2.2;15;2
8_NO_5;8;NO;5;2.3;15;4
8_NO_5;8;NO;5;3.1;15;6
8_NO_5;8;NO;5;3.2;15;9
8_NO_5;8;NO;5;3.3;15;55
8_R_1;8;R;1;1.1;15;2
8_R_1;8;R;1;1.2;15;9
8_R_1;8;R;1;1.3;15;5
8_R_1;8;R;1;2.1;15;4
8_R_1;8;R;1;2.2;15;6
8_R_1;8;R;1;2.3;15;7
8_R_1;8;R;1;3.1;15;7
8_R_1;8;R;1;3.2;15;22
8_R_1;8;R;1;3.3;15;11
8_R_2;8;R;2;1.1;15;9
8_R_2;8;R;2;1.2;15;5
8_R_2;8;R;2;1.3;15;7
8_R_2;8;R;2;2.1;15;12
8_R_2;8;R;2;2.2;15;29
8_R_2;8;R;2;2.3;15;8
8_R_2;8;R;2;3.1;15;2
8_R_2;8;R;2;3.2;15;4
8_R_2;8;R;2;3.3;15;15
8_R_3;8;R;3;1.1;15;64
8_R_3;8;R;3;1.2;15;36
8_R_3;8;R;3;1.3;15;11
8_R_3;8;R;3;2.1;15;0
8_R_3;8;R;3;2.2;15;3
8_R_3;8;R;3;2.3;15;54
8_R_3;8;R;3;3.1;15;43
8_R_3;8;R;3;3.2;15;29
8_R_3;8;R;3;3.3;15;36
16_NO_1;16;NO;1;1.1;16;10
16_NO_1;16;NO;1;1.2;16;17
16_NO_1;16;NO;1;1.3;16;8
16_NO_1;16;NO;1;2.1;16;26
16_NO_1;16;NO;1;2.2;16;10
16_NO_1;16;NO;1;2.3;16;40
16_NO_1;16;NO;1;3.1;16;34
16_NO_1;16;NO;1;3.2;16;4
16_NO_1;16;NO;1;3.3;16;5
16_NO_2;16;NO;2;1.1;16;0
16_NO_2;16;NO;2;1.2;16;6
16_NO_2;16;NO;2;1.3;16;0
16_NO_2;16;NO;2;2.1;16;13
16_NO_2;16;NO;2;2.2;16;1
16_NO_2;16;NO;2;2.3;16;12
16_NO_2;16;NO;2;3.1;16;6
16_NO_2;16;NO;2;3.2;16;3
16_NO_2;16;NO;2;3.3;16;20
16_NO_3;16;NO;3;1.1;16;14
16_NO_3;16;NO;3;1.2;16;25
16_NO_3;16;NO;3;1.3;16;5
16_NO_3;16;NO;3;2.1;16;4
16_NO_3;16;NO;3;2.2;16;106
16_NO_3;16;NO;3;2.3;16;4
16_NO_3;16;NO;3;3.1;16;27
16_NO_3;16;NO;3;3.2;16;8
16_NO_3;16;NO;3;3.3;16;27
16_NO_4;16;NO;4;1.1;16;4
16_NO_4;16;NO;4;1.2;16;49
16_NO_4;16;NO;4;1.3;16;0
16_NO_4;16;NO;4;2.1;16;15
16_NO_4;16;NO;4;2.2;16;1
16_NO_4;16;NO;4;2.3;16;17
16_NO_4;16;NO;4;3.1;16;8
16_NO_4;16;NO;4;3.2;16;0
16_NO_4;16;NO;4;3.3;16;63
16_NO_5;16;NO;5;1.1;16;16
16_NO_5;16;NO;5;1.2;16;11
